,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
106,[-3.1345997],"[-5.438863712060, -2.931492479371]",-286.979587,penalty,-0.437567
107,[-3.0991558],"[-5.407935648405, -2.948805145093]",-282.155514,penalty,-0.437567
108,[-3.0637118],"[-5.377007584750, -2.966117810816]",-277.331441,penalty,-0.437567
109,[-3.0282679],"[-5.346079521095, -2.983430476538]",-272.507368,penalty,-0.437567
110,[-2.9928239],"[-5.315151457440, -3.000743142261]",-267.683295,penalty,-0.437567
111,[-2.9573800],"[-5.284223393785, -3.018055807984]",-262.859222,penalty,-0.437567
112,[-2.9219360],"[-5.253295330130, -3.035368473706]",-258.035150,penalty,-0.437567
113,[-2.8864921],"[-5.222367266475, -3.052681139429]",-253.211077,penalty,-0.437567
114,[-2.8510481],"[-5.191439202820, -3.069993805151]",-248.387004,penalty,-0.437567
115,[-2.8156042],"[-5.160511139165, -3.087306470874]",-243.562931,penalty,-0.437567
116,[-2.7801602],"[-5.129583075510, -3.104619136597]",-238.738858,penalty,-0.437567
117,[-2.7447163],"[-5.098655011855, -3.121931802319]",-233.914785,penalty,-0.437567
118,[-2.7092723],"[-5.067726948200, -3.139244468042]",-229.090712,penalty,-0.437567
119,[-2.6738284],"[-5.036798884545, -3.156557133764]",-224.266639,penalty,-0.437567
120,[-2.6383844],"[-5.005870820890, -3.173869799487]",-219.442566,penalty,-0.437567
121,[-2.6029405],"[-4.974942757235, -3.191182465210]",-214.618493,penalty,-0.437567
122,[-2.5674965],"[-4.944014693580, -3.208495130932]",-209.794420,penalty,-0.437567
123,[-2.5320526],"[-4.913086629925, -3.225807796655]",-204.970347,penalty,-0.437567
124,[-2.4966087],"[-4.882158566270, -3.243120462377]",-200.146274,penalty,-0.437567
125,[-2.4611647],"[-4.851230502615, -3.260433128100]",-195.322201,penalty,-0.437567
126,[-2.4257208],"[-4.820302438960, -3.277745793822]",-190.498128,penalty,-0.437567
127,[-2.3902768],"[-4.789374375305, -3.295058459545]",-185.674055,penalty,-0.437567
128,[-2.3548329],"[-4.758446311650, -3.312371125268]",-180.849983,penalty,-0.437567
129,[-2.3193889],"[-4.727518247995, -3.329683790990]",-176.025910,penalty,-0.437567
130,[-2.2839450],"[-4.696590184340, -3.346996456713]",-171.201837,penalty,-0.437567
131,[-2.2485010],"[-4.665662120685, -3.364309122435]",-166.377764,penalty,-0.437567
132,[-2.2130571],"[-4.634734057030, -3.381621788158]",-161.553691,penalty,-0.437567
133,[-2.1776131],"[-4.603805993375, -3.398934453881]",-156.729618,penalty,-0.437567
134,[-2.1421692],"[-4.572877929720, -3.416247119603]",-151.905545,penalty,-0.437567
135,[-2.1067252],"[-4.541949866065, -3.433559785326]",-147.081472,penalty,-0.437567
136,[-2.0712813],"[-4.511021802410, -3.450872451048]",-142.257399,penalty,-0.437567
137,[-2.0358373],"[-4.480093738755, -3.468185116771]",-137.433326,penalty,-0.437567
138,[-2.0003934],"[-4.449165675100, -3.485497782494]",-132.609253,penalty,-0.437567
139,[-1.9649494],"[-4.418237611445, -3.502810448216]",-127.785180,penalty,-0.437567
140,[-1.9295055],"[-4.387309547790, -3.520123113939]",-122.961107,penalty,-0.437567
141,[-1.8940615],"[-4.356381484135, -3.537435779661]",-118.137034,penalty,-0.437567
142,[-1.8586176],"[-4.325453420480, -3.554748445384]",-113.312961,penalty,-0.437567
143,[-1.8231736],"[-4.294525356825, -3.572061111106]",-108.488888,penalty,-0.437567
144,[-1.7877297],"[-4.263597293170, -3.589373776829]",-103.664816,penalty,-0.437567
145,[-1.7522857],"[-4.232669229515, -3.606686442552]",-98.840743,penalty,-0.437567
146,[-1.7168418],"[-4.201741165860, -3.623999108274]",-94.016670,penalty,-0.437567
147,[-1.6813978],"[-4.170813102205, -3.641311773997]",-89.192597,penalty,-0.437567
148,[-1.6459539],"[-4.139885038550, -3.658624439719]",-84.368524,penalty,-0.437567
149,[-1.6105099],"[-4.108956974895, -3.675937105442]",-79.544451,penalty,-0.437567
150,[-1.5750660],"[-4.078028911240, -3.693249771165]",-75.678988,penalty,-0.437567
151,[-1.5396220],"[-4.047100847585, -3.710562436887]",-72.586182,penalty,-0.437567
152,[-1.5041781],"[-4.016172783930, -3.727875102610]",-69.493376,penalty,-0.437567
153,[-1.4687341],"[-3.985244720275, -3.745187768332]",-66.400569,penalty,-0.437567
154,[-1.4332902],"[-3.954316656620, -3.762500434055]",-63.307763,penalty,-0.437567
155,[-1.3978462],"[-3.923388592965, -3.779813099778]",-60.214957,penalty,-0.437567
156,[-1.3624023],"[-3.892460529310, -3.797125765500]",-57.122150,penalty,-0.437567
157,[-1.3269583],"[-3.861532465655, -3.814438431223]",-54.029344,penalty,-0.437567
158,[-1.2915144],"[-3.830604402000, -3.831751096945]",-50.936537,penalty,-0.437567
159,[-1.2560704],"[-3.799676338345, -3.849063762668]",-47.843731,penalty,-0.437567
160,[-1.2206265],"[-3.768748274690, -3.866376428391]",-44.750925,penalty,-0.437567
161,[-1.1851825],"[-3.737820211035, -3.883689094113]",-41.658118,penalty,-0.437567
162,[-1.1497386],"[-3.706892147380, -3.901001759836]",-38.565312,penalty,-0.437567
163,[-1.1142946],"[-3.675964083725, -3.918314425558]",-35.472506,penalty,-0.437567
164,[-1.0788507],"[-3.645036020070, -3.935627091281]",-32.379699,penalty,-0.437567
165,[-1.0434067],"[-3.614107956415, -3.952939757003]",-29.286893,penalty,-0.437567
166,[-1.0079628],"[-3.583179892760, -3.970252422726]",-26.194087,penalty,-0.437567
167,[-0.9725188],"[-3.552251829105, -3.987565088449]",-23.101280,penalty,-0.437567
168,[-0.9370749],"[-3.521323765450, -4.004877754171]",-20.008474,penalty,-0.437567
169,[-0.9016309],"[-3.490395701795, -4.022190419894]",-16.915667,penalty,-0.437567
170,[-0.8661870],"[-3.459467638140, -4.039503085616]",-13.822861,penalty,-0.437567
171,[-0.8307431],"[-3.428539574485, -4.056815751339]",-10.730056,penalty,-0.437567
172,[-0.7952991],"[-3.397611510830, -4.074128417062]",-7.637248,penalty,-0.437567
173,[-0.7598552],"[-3.366683447175, -4.091441082784]",-4.544442,penalty,-0.437567
174,[-0.7244112],"[-3.335755383520, -4.108753748507]",-1.451636,penalty,-0.437567
175,[-0.6889673],"[-3.304827319865, -4.126066414229]",0.000000,no penalty,-0.437567
176,[-0.6535233],"[-3.273899256210, -4.143379079952]",0.000000,no penalty,-0.437567
177,[-0.6180794],"[-3.242971192555, -4.160691745675]",0.000000,no penalty,-0.437567
178,[-0.5826354],"[-3.212043128900, -4.178004411397]",0.000000,no penalty,-0.437567
179,[-0.5471915],"[-3.181115065245, -4.195317077120]",0.000000,no penalty,-0.437567
180,[-0.5117475],"[-3.150187001590, -4.212629742842]",0.000000,no penalty,-0.437567
181,[-0.4763036],"[-3.119258937935, -4.229942408565]",0.000000,no penalty,-0.437567
182,[-0.4408596],"[-3.088330874280, -4.247255074287]",0.000000,no penalty,-0.437567
183,[-0.4054157],"[-3.057402810625, -4.264567740010]",0.000000,no penalty,-0.437567
184,[-0.3699717],"[-3.026474746970, -4.281880405733]",0.000000,no penalty,-0.437567
185,[-0.3345278],"[-2.995546683315, -4.299193071455]",0.000000,no penalty,-0.437567
186,[-0.2990838],"[-2.964618619660, -4.316505737178]",0.000000,no penalty,-0.437567
187,[-0.2636399],"[-2.933690556005, -4.333818402900]",0.000000,no penalty,-0.437567
188,[-0.2281959],"[-2.902762492350, -4.351131068623]",0.000000,no penalty,-0.437567
189,[-0.1927520],"[-2.871834428695, -4.368443734346]",0.000000,no penalty,-0.437567
190,[-0.1573080],"[-2.840906365040, -4.385756400068]",0.000000,no penalty,-0.437567
191,[-0.1218641],"[-2.809978301385, -4.403069065791]",0.000000,no penalty,-0.437567
192,[-0.0864201],"[-2.779050237730, -4.420381731513]",0.000000,no penalty,-0.437567
193,[-0.0509762],"[-2.748122174075, -4.437694397236]",0.000000,no penalty,-0.437567
194,[-0.0155322],"[-2.717194110420, -4.455007062959]",0.000000,no penalty,-0.437567
195,[0.0199117],"[-2.686266046765, -4.472319728681]",0.000000,no penalty,-0.437567
196,[0.0553557],"[-2.655337983110, -4.489632394404]",0.000000,no penalty,-0.437567
197,[0.0907996],"[-2.624409919455, -4.506945060126]",0.000000,no penalty,-0.437567
198,[0.1262436],"[-2.593481855800, -4.524257725849]",0.000000,no penalty,-0.437567
199,[0.1616875],"[-2.562553792145, -4.541570391572]",0.000000,no penalty,-0.437567
200,[0.1971315],"[-2.531625728490, -4.558883057294]",0.000000,no penalty,-0.437567
201,[0.2325754],"[-2.500697664835, -4.576195723017]",0.000000,no penalty,-0.437567
202,[0.2680194],"[-2.469769601180, -4.593508388739]",0.000000,no penalty,-0.437567
